url,path,status,duplicate,category,notes
https://www.nexubis.io/,/,200,no,static,
https://www.nexubis.io/about,/about,200,no,static,
https://www.nexubis.io/work,/work,200,no,static,
https://www.nexubis.io/work/altify,/work/altify,200,no,case_study,
https://www.nexubis.io/work/circuit,/work/circuit,200,no,case_study,
https://www.nexubis.io/work/oxipack,/work/oxipack,200,no,case_study,
https://www.nexubis.io/packages,/packages,200,no,static,
https://www.nexubis.io/blog,/blog,200,no,static,
https://www.nexubis.io/post/10-better-or-dont-bother,/post/10-better-or-dont-bother,200,no,blog_post,
https://www.nexubis.io/post/2025-in-retrospect,/post/2025-in-retrospect,200,no,blog_post,
https://www.nexubis.io/post/ai-is-not-a-phase-its-an-era,/post/ai-is-not-a-phase-its-an-era,200,no,blog_post,
https://www.nexubis.io/post/ai-isnt-coming-its-already-here,/post/ai-isnt-coming-its-already-here,200,no,blog_post,
https://www.nexubis.io/post/altify-empowering-nexubis,/post/altify-empowering-nexubis,200,no,blog_post,
https://www.nexubis.io/post/automation-is-not-the-enemy,/post/automation-is-not-the-enemy,200,no,blog_post,
https://www.nexubis.io/post/beyond-the-eu30-000,/post/beyond-the-eu30-000,200,no,blog_post,
https://www.nexubis.io/post/building-a-leadership-team,/post/building-a-leadership-team,200,no,blog_post,
https://www.nexubis.io/post/building-fast-vs-building-right,/post/building-fast-vs-building-right,200,no,blog_post,
https://www.nexubis.io/post/circuit-securing-nexubis,/post/circuit-securing-nexubis,200,no,blog_post,
https://www.nexubis.io/post/dick-proves-the-agency-stereotype,/post/dick-proves-the-agency-stereotype,200,no,blog_post,
https://www.nexubis.io/post/do-something-useful,/post/do-something-useful,200,no,blog_post,
https://www.nexubis.io/post/dont-be-an-idiot-sandwich,/post/dont-be-an-idiot-sandwich,200,no,blog_post,
https://www.nexubis.io/post/dont-turn-into-a-robot,/post/dont-turn-into-a-robot,200,no,blog_post,
https://www.nexubis.io/post/dragonborn,/post/dragonborn,200,no,blog_post,
https://www.nexubis.io/post/eat-the-rich,/post/eat-the-rich,200,no,blog_post,
https://www.nexubis.io/post/empowering-clients,/post/empowering-clients,200,no,blog_post,
https://www.nexubis.io/post/empowering-communities,/post/empowering-communities,200,no,blog_post,
https://www.nexubis.io/post/empowering-founders,/post/empowering-founders,200,no,blog_post,
https://www.nexubis.io/post/empowering-teams,/post/empowering-teams,200,no,blog_post,
https://www.nexubis.io/post/empowering-women-with-project-flamingo,/post/empowering-women-with-project-flamingo,200,no,blog_post,
https://www.nexubis.io/post/fire-faster-promote-faster,/post/fire-faster-promote-faster,200,no,blog_post,
https://www.nexubis.io/post/for-professionals-by-professionals,/post/for-professionals-by-professionals,200,no,blog_post,
https://www.nexubis.io/post/fresh-out-of-college-now-what,/post/fresh-out-of-college-now-what,200,no,blog_post,
https://www.nexubis.io/post/goals-vs-movement,/post/goals-vs-movement,200,no,blog_post,
https://www.nexubis.io/post/how-it-all-started-and-almost-didnt,/post/how-it-all-started-and-almost-didnt,200,no,blog_post,
https://www.nexubis.io/post/how-to-not-suck-at-job-applications,/post/how-to-not-suck-at-job-applications,200,no,blog_post,
https://www.nexubis.io/post/how-we-landed-on-empowering-dreams,/post/how-we-landed-on-empowering-dreams,200,no,blog_post,
https://www.nexubis.io/post/how-we-work,/post/how-we-work,200,no,blog_post,
https://www.nexubis.io/post/if-it-aint-broke-refine-it,/post/if-it-aint-broke-refine-it,200,no,blog_post,
https://www.nexubis.io/post/impact-builds-network,/post/impact-builds-network,200,no,blog_post,
https://www.nexubis.io/post/just-do-it,/post/just-do-it,200,no,blog_post,
https://www.nexubis.io/post/just-start-the-damn-thing,/post/just-start-the-damn-thing,200,no,blog_post,
https://www.nexubis.io/post/keep-firing-yourself,/post/keep-firing-yourself,200,no,blog_post,
https://www.nexubis.io/post/keep-firing-yourself-part-2,/post/keep-firing-yourself-part-2,200,no,blog_post,
https://www.nexubis.io/post/keep-positioning-yourself,/post/keep-positioning-yourself,200,no,blog_post,
https://www.nexubis.io/post/long-term-greed,/post/long-term-greed,200,no,blog_post,
https://www.nexubis.io/post/make-complex-simple,/post/make-complex-simple,200,no,blog_post,
https://www.nexubis.io/post/make-it-memorable,/post/make-it-memorable,200,no,blog_post,
https://www.nexubis.io/post/manifestation-from-impossible-to-probable,/post/manifestation-from-impossible-to-probable,200,no,blog_post,
https://www.nexubis.io/post/metamorphosis,/post/metamorphosis,200,no,blog_post,
https://www.nexubis.io/post/momentum-fever,/post/momentum-fever,200,no,blog_post,
https://www.nexubis.io/post/most-of-my-job-sucks,/post/most-of-my-job-sucks,200,no,blog_post,
https://www.nexubis.io/post/my-1st-biggest-mistake,/post/my-1st-biggest-mistake,200,no,blog_post,
https://www.nexubis.io/post/new-years-resolutions,/post/new-years-resolutions,200,no,blog_post,
https://www.nexubis.io/post/not-everyone-wants-the-gold-bar,/post/not-everyone-wants-the-gold-bar,200,no,blog_post,
https://www.nexubis.io/post/overcoming-imposter-syndrome,/post/overcoming-imposter-syndrome,200,no,blog_post,
https://www.nexubis.io/post/oxipack-empowering-nexubis,/post/oxipack-empowering-nexubis,200,no,blog_post,
https://www.nexubis.io/post/partnership-over-transaction,/post/partnership-over-transaction,200,no,blog_post,
https://www.nexubis.io/post/pick-your-battles,/post/pick-your-battles,200,no,blog_post,
https://www.nexubis.io/post/press-pause,/post/press-pause,200,no,blog_post,
https://www.nexubis.io/post/resentment-is-a-symptom-of-poor-process,/post/resentment-is-a-symptom-of-poor-process,200,no,blog_post,
https://www.nexubis.io/post/rethinking-the-nexubis-trial,/post/rethinking-the-nexubis-trial,200,no,blog_post,
https://www.nexubis.io/post/scale-responsibly,/post/scale-responsibly,200,no,blog_post,
https://www.nexubis.io/post/sell-the-slice-not-the-sauce,/post/sell-the-slice-not-the-sauce,200,no,blog_post,
https://www.nexubis.io/post/skip-the-ladder-join-a-startup,/post/skip-the-ladder-join-a-startup,200,no,blog_post,
https://www.nexubis.io/post/solve-the-boring-problem-first,/post/solve-the-boring-problem-first,200,no,blog_post,
https://www.nexubis.io/post/startups-arent-a-family,/post/startups-arent-a-family,200,no,blog_post,
https://www.nexubis.io/post/startups-dont-need-more-features,/post/startups-dont-need-more-features,200,no,blog_post,
https://www.nexubis.io/post/stop-selling-time-start-delivering-value,/post/stop-selling-time-start-delivering-value,200,no,blog_post,
https://www.nexubis.io/post/straight-line-thinking,/post/straight-line-thinking,200,no,blog_post,
https://www.nexubis.io/post/striving-for-culinary-perfection,/post/striving-for-culinary-perfection,200,no,blog_post,
https://www.nexubis.io/post/the-age-of-agi,/post/the-age-of-agi,200,no,blog_post,
https://www.nexubis.io/post/the-biggest-risk-playing-it-safe,/post/the-biggest-risk-playing-it-safe,200,no,blog_post,
https://www.nexubis.io/post/the-builders-will-survive,/post/the-builders-will-survive,200,no,blog_post,
https://www.nexubis.io/post/the-butterfly-effect,/post/the-butterfly-effect,200,no,blog_post,
https://www.nexubis.io/post/the-cost-of-refusing-to-adapt,/post/the-cost-of-refusing-to-adapt,200,no,blog_post,
https://www.nexubis.io/post/the-discipline-of-quitting,/post/the-discipline-of-quitting,200,no,blog_post,
https://www.nexubis.io/post/the-disruption,/post/the-disruption,200,no,blog_post,
https://www.nexubis.io/post/the-flex-package,/post/the-flex-package,200,no,blog_post,
https://www.nexubis.io/post/the-gold-bar-theory,/post/the-gold-bar-theory,200,no,blog_post,
https://www.nexubis.io/post/the-legendary-play,/post/the-legendary-play,200,no,blog_post,
https://www.nexubis.io/post/the-myth-of-the-perfect-hire,/post/the-myth-of-the-perfect-hire,200,no,blog_post,
https://www.nexubis.io/post/the-new-creative-stack,/post/the-new-creative-stack,200,no,blog_post,
https://www.nexubis.io/post/the-nexubis-effect,/post/the-nexubis-effect,200,no,blog_post,
https://www.nexubis.io/post/the-nexubis-referral-program,/post/the-nexubis-referral-program,200,no,blog_post,
https://www.nexubis.io/post/the-personal-belief-vs-ai-paradox,/post/the-personal-belief-vs-ai-paradox,200,no,blog_post,
https://www.nexubis.io/post/the-power-of-linkedin,/post/the-power-of-linkedin,200,no,blog_post,
https://www.nexubis.io/post/the-process-or-people-problem,/post/the-process-or-people-problem,200,no,blog_post,
https://www.nexubis.io/post/the-secret-third-option,/post/the-secret-third-option,200,no,blog_post,
https://www.nexubis.io/post/the-tech-stack-we-actually-recommend,/post/the-tech-stack-we-actually-recommend,200,no,blog_post,
https://www.nexubis.io/post/the-walter-mitty-effect,/post/the-walter-mitty-effect,200,no,blog_post,
https://www.nexubis.io/post/the-work-life-balance-lie,/post/the-work-life-balance-lie,200,no,blog_post,
https://www.nexubis.io/post/welcome-to-dreamlab,/post/welcome-to-dreamlab,200,no,blog_post,
https://www.nexubis.io/post/what-early-stage-founders-spend-way-too-much-time-on,/post/what-early-stage-founders-spend-way-too-much-time-on,200,no,blog_post,
https://www.nexubis.io/post/when-branding-does-and-doesnt-matter,/post/when-branding-does-and-doesnt-matter,200,no,blog_post,
